epoch,step,val/mae_best,val/mae,val/loss,train/loss,train/mae,test/mae,test/loss
0,0,175.7634735107422,175.7634735107422,60016.11328125,,,,
0,58,2726.781005859375,2726.781005859375,8601399.0,,,,
0,117,422.8873596191406,422.8873596191406,239816.59375,,,,
0,176,21.804288864135742,21.804288864135742,658.0508422851562,,,,
0,235,21.804288864135742,22.620288848876953,646.377685546875,,,,
0,294,16.185556411743164,16.185556411743164,373.9443664550781,,,,
0,353,12.709969520568848,12.709969520568848,287.02490234375,,,,
0,412,9.930591583251953,9.930591583251953,167.32080078125,,,,
0,471,9.930591583251953,10.274029731750488,171.7799072265625,,,,
0,530,9.930591583251953,18.55225944519043,488.58453369140625,,,,
0,589,9.930591583251953,12.507546424865723,262.1185607910156,,,,
0,592,,,,255.31326293945312,11.888388633728027,,
1,651,9.930591583251953,10.323375701904297,202.8880615234375,,,,
1,710,9.930591583251953,11.34854507446289,235.54071044921875,,,,
1,769,9.291842460632324,9.291842460632324,143.701904296875,,,,
1,828,9.291842460632324,12.324088096618652,220.63267517089844,,,,
1,887,9.291842460632324,9.620241165161133,150.72821044921875,,,,
1,946,9.291842460632324,13.916874885559082,331.8397521972656,,,,
1,1005,9.291842460632324,10.466203689575195,183.6319580078125,,,,
1,1064,9.291842460632324,9.84764575958252,183.55853271484375,,,,
1,1123,9.045975685119629,9.045975685119629,127.608154296875,,,,
1,1182,9.045975685119629,10.030906677246094,170.80068969726562,,,,
1,1185,,,,134.16294860839844,8.86334228515625,,
2,1244,9.045975685119629,10.041507720947266,156.20718383789062,,,,
2,1303,8.77985668182373,8.77985668182373,140.5531768798828,,,,
2,1362,8.77985668182373,16.075376510620117,338.7442626953125,,,,
2,1421,8.77985668182373,8.892898559570312,138.10020446777344,,,,
2,1480,8.77985668182373,9.026485443115234,131.32188415527344,,,,
2,1539,8.77985668182373,11.527177810668945,229.41604614257812,,,,
2,1598,8.77985668182373,10.954368591308594,174.3986358642578,,,,
2,1657,8.508220672607422,8.508220672607422,121.27415466308594,,,,
2,1716,8.508220672607422,9.6006498336792,163.4807586669922,,,,
2,1775,8.508220672607422,9.379332542419434,135.17706298828125,,,,
2,1778,,,,109.94717407226562,8.052884101867676,,
3,1837,8.508220672607422,9.186819076538086,144.2037353515625,,,,
